Index,Time,(((supercap).sampler_).iRefree_).adc_val_
7578,7.577980,458.932129
7579,7.578987,459.237762
7580,7.579980,459.076965
7581,7.580986,459.164825
7582,7.581980,459.281372
7583,7.582986,459.124786
7584,7.583998,459.214478
7585,7.584980,458.957092
7586,7.585986,458.953278
7587,7.586979,459.410339
7588,7.587988,459.919708
7589,7.588983,459.029907
7590,7.589989,459.050385
7591,7.590983,458.620819
7592,7.591989,459.549988
7593,7.592984,458.933075
7594,7.593994,459.955353
7595,7.594987,458.734894
7596,7.596000,459.639771
7597,7.596980,459.627655
7598,7.597990,459.104279
7599,7.598982,459.305328
7600,7.599989,460.078217
7601,7.600983,459.456055
7602,7.601990,459.960754
7603,7.602984,458.750732
7604,7.603990,458.647888
7605,7.604996,458.96936
7606,7.605990,458.782745
7607,7.606984,459.201111
7608,7.607981,459.280853
7609,7.608986,459.570435
7610,7.609980,459.693268
7611,7.610987,459.081909
